reporter	gene	a15234.R	a15234.G	a15235.R	a15235.G	a15236.R	a15236.G	a15237.R	a15237.G	a15238.R	a15238.G	a15239.R	a15239.G	a15240.R	a15240.G	a15241.R	a15241.G	a15242.R	a15242.G	a15243.R	a15243.G	a15244.R	a15244.G	a15245.R	a15245.G	a15246.R	a15246.G	a15247.R	a15247.G	a15248.R	a15248.G	a15249.R	a15249.G	a15250.R	a15250.G	a15251.R	a15251.G	a15252.R	a15252.G	a15253.R	a15253.G
PU10144	I013P23	10908.5	13224.5	21725	20349.5	0	23.5	0	23.5	9826	8236.5	11324	8150.5	4.5	8	7	43	12909	12165.5	8862	11198	25	71	0	12	13595	10423.5	0	59	12	71.5	0	5	4677.5	4745.5	3	110.5	0	84	0	35.5
PU09952	I013P17	36263	55881.5	65535	63422.5	590	1450.5	757.5	1207	44710	37702.5	63409.5	45632.5	789.5	1769.5	823	706.5	44150.5	39922	39528	44723.5	1325	2048	599.5	1161.5	50900	43545.5	811	1193	985.5	1238.5	594	980	37389	37945.5	1043.5	1531	626.5	845.5	559.5	772
PU10138	I012P49	20673	20609.5	32578.5	26302	2698	4970.5	3062.5	6049.5	18610.5	13565	20281.5	13796.5	3497.5	6368.5	3557	3492.5	21701.5	16497	17515.5	17900.5	6518.5	6697	2901	2755	20107.5	15500.5	3592	3175.5	4492	3069.5	3058	2738	12102.5	11380.5	5262.5	11004.5	3228	5711.5	2785.5	4994
PU09946	I012P39	151	447	751.5	816	7	85	65	201	167	238	879	593.5	167	253.5	134.5	140.5	608.5	628.5	99	189.5	77	120	2	74.5	499.5	424.5	93.5	147	117.5	122.5	0	39	525.5	737	133	269.5	25	147.5	2.5	118.5
PU10132	I012P03	27729.5	31690.5	40624	38761.5	859	1073	974.5	1541.5	22896.5	19476	40718	26355.5	1019	1481	1097	967.5	26384	23834	23050	24753	1781.5	1932	797	993.5	29971	25971	1217	1844	1795	2015.5	866.5	1410	22521.5	22449	1697	2879	1058	1480.5	753.5	1174.5
PU09940	I011P82	27880.5	34561.5	43560.5	42655.5	1698	3065.5	1749.5	3344	26947.5	23682.5	45288	29780	1587.5	3054	1932	1977	36087.5	29518	21594.5	22917	2759.5	3083	1566	1753	33469	27604	1862.5	2168.5	2179	2017.5	1478.5	1897.5	18068.5	19291	2506	3234.5	1529.5	1621.5	1051.5	1662.5
PU09613	C092P93	2313	2681	5450.5	4216	1990.5	1267.5	1972	1666.5	2416	1581	2665	1694.5	2478	1255	2820	1306	3229	2364	2142	2466	3647.5	1139.5	1826.5	706	3382	2183.5	2406.5	944.5	3683	1269	1766.5	702	1879.5	3566.5	2479.5	17771.5	1490	9033	1462	9044.5
PU09766	C092P44	12147.5	15754.5	23755	20446.5	661	1234	640	1625.5	11941.5	8746	20337.5	11185.5	792.5	1478.5	1175.5	1295	14240.5	11980	13828.5	14141	1422.5	1449.5	824.5	981	12606.5	10101	1001	1381.5	1774	1649	472	731	13939.5	11415	1067.5	2173.5	950.5	1596	421	795.5
PU09607	C092P38	48.5	148.5	504.5	513	238.5	556	273.5	632.5	208.5	185.5	183	69	298	529.5	394	421.5	302.5	460.5	47.5	128	616	672	191	249	268	265	336	330.5	599	434	186	177.5	147.5	235.5	463	785.5	324.5	496.5	156.5	281.5
PU09449	C066P65	3785	5556.5	7515.5	7417.5	654	1341.5	596	1650.5	4277	4001.5	5706	3917.5	947	1467.5	907.5	1279.5	5207.5	4291.5	3772	4309	1066	1122	632	714	5692	4428.5	927	726	1508	959	515.5	445	4250	4283.5	888	2093.5	780	1409	517.5	1073.5
PU09257	C066P47	1192.5	2491	2811	3567	1802.5	5175.5	1735.5	5939	1686.5	1776.5	2655	2298.5	2595.5	6274.5	2378	4589.5	2411	2389	1339.5	2010	3570	3811.5	2480.5	2427	2817.5	1818	3446.5	1055	5320	1318	2569.5	814.5	2064.5	1860.5	4899	2332	3368.5	1419.5	2792.5	1136
PU09443	C064P57	32869.5	41177	58256	55828.5	55	246.5	118	393	33548	28757	53616.5	35699	215	395.5	285.5	270	36930.5	34712	28583.5	31705	217.5	278	52	125.5	40275.5	34859	185	221	547.5	462	73.5	127.5	32966	34130	184.5	545.5	227.5	422.5	56.5	193
PU09251	C064P40	187.5	384.5	558	659	771.5	1522	916	1738	233	342.5	438	259	962	1878.5	1144	1192	464	542.5	34	96.5	1489.5	1477	740	882.5	352	261	963	1036	1611	1382	699.5	807.5	304.5	487.5	1298	3333	1097	2190.5	663.5	1555.5
PU09437	C063P30	341	684.5	1209.5	1240	848	1684	807.5	2211.5	510	500.5	1078.5	582	773.5	1723.5	1005.5	1251	856.5	768.5	236.5	360	1550	1923.5	807.5	1069.5	775	507	856.5	679.5	1350.5	849.5	683	525.5	815.5	803.5	1249.5	1589	892.5	903.5	686.5	790.5
PU09245	C063P08	4228	5622	10075	8351.5	1079	2081.5	1068.5	2683	4742	3992.5	8185	4798	1124.5	2223.5	1605	2036	6797	5273	2324.5	2775	1978	2282.5	912.5	1202	6226.5	4740.5	1323	1121.5	2131	1348	958.5	828	5771.5	5457	1636.5	2249	1363.5	1483	952	1143.5
PU09431	C062P13	3957.5	5472	10108.5	8417.5	4581.5	2957	4633	1698.5	4137.5	4148.5	7418	4534.5	4174.5	2519.5	4771	941	7445	6672	2605	3473	5864.5	6360.5	3427	3131	6575.5	4646.5	4281	1607	5804	1812	3573.5	1399.5	3513	5460.5	5736	35368.5	4265.5	20910.5	3365	18549
PU09239	C061P65	449.5	1166.5	2347.5	2810.5	618.5	1060	747.5	3380.5	1163	1219.5	1051.5	657	901	1235	664.5	1603	1219	1138	493.5	775.5	1571.5	991.5	615.5	443.5	899.5	593	713	190	1061.5	257.5	513.5	105	734.5	966	1392	774.5	851	386.5	497	324.5
PU09065	C040P10	28249.5	38874.5	63015.5	52615	4681	6874	5620.5	6932.5	33957	25339.5	52871	29831	5863	8150.5	5766.5	3333.5	36656	31567	31321.5	33798.5	10407.5	15905.5	5090.5	7939	44873.5	32481	5358.5	11757	7664	12140	4237	9705.5	32690	29947	8891.5	4250.5	5335.5	2326.5	4604.5	2593
PU08874	C039P63	54.5	193	627.5	551	603.5	1180	728	1166.5	200	191	223.5	89	780	1270.5	856	748.5	237.5	318.5	35	160.5	1298.5	1335	651.5	682	256.5	179	756	645.5	1307	913.5	562.5	510.5	182.5	427	1041	3361	564.5	1734	536.5	1625.5
PU09059	C038P80	31751.5	40475	52747	48216	3623	6950	3637	8175.5	30688	24795	36135.5	23896.5	4470.5	7864.5	4721.5	5360	30702	28348	30161.5	32391	6866	6868	3357.5	3466.5	38755	28982	4661.5	4910	7289.5	5764	3787	4056	29297.5	29260.5	6288	7483	4500.5	4656	3676.5	4034
PU08868	C038P60	5838	6606	10822.5	8724	671	1380	708	1819.5	5289.5	3706.5	8796.5	5248.5	816.5	1609	897.5	1087.5	5446.5	4836	5535	5583.5	1411	1337.5	642	681	8396	5468	845.5	576	1562.5	979.5	578.5	430.5	4829.5	4146	1300.5	2707	860.5	1627.5	554.5	1139
PU09053	C037P62	4786.5	6865	13095	11034.5	3793	2038	3948.5	2487.5	6389	4442.5	9122.5	5667	4311	2181.5	4533.5	1515	8370	6408.5	6544	6965.5	7407	3599.5	3590	2233.5	7683	6085.5	4629	1303	6118.5	1458	3595.5	961.5	4208.5	6272	5504.5	38488.5	3832.5	22703	3376.5	20900.5
PU08862	C037P37	177.5	604.5	1121.5	1530	1000.5	1966.5	1197	2815.5	514.5	619.5	587.5	466	1233.5	2123	1315.5	1662	648.5	747.5	256	536	1970.5	1780	944.5	875	558	327	1273.5	716.5	1783	860	964	572	338	526.5	1775	3150	1200.5	1708	992.5	1576.5
PU09047	C036P14	440	729.5	1479.5	1510	976.5	2429.5	943	2175.5	806.5	785	927.5	571.5	1085	2099	1242.5	1268	1039.5	971.5	573.5	702.5	1930	2041.5	768	895	803.5	669	1139	1080	1969.5	1365	823.5	828.5	610	691	1820	2525	1208	1418.5	799.5	1105.5
PU08856	C035P53	11389	12252.5	19380	16159.5	1774.5	2101	1780	5661.5	10964	8207	15014	9133	1937	2300	1974.5	3256	14766	11179	8043	7710.5	3554.5	3443	1361.5	1458.5	13127.5	8944	1947.5	1363.5	3272	1762.5	1611	1159	7137.5	6404	3083.5	3280	2065	2084	1505	1688
PU08683	C018P52	1249	1926	3635.5	3622	72.5	222	119.5	398	2144.5	2267	1645.5	1070.5	124	264.5	234	273	2395.5	2394	1213	1734	150	220.5	54	108.5	1750.5	1262	129	182	453.5	395	17.5	75	1111	1223	121.5	341.5	179.5	299	23	154.5
PU08491	C018P17	17095	23805.5	42166.5	31784	1597	1757	1782.5	4020	21331	16360	32051	18190	1642	1907.5	2019	2347.5	29145.5	20514	18933	18933.5	2846	2059.5	1259.5	920	25898	18244	1744.5	992	2642.5	1221.5	1319.5	757.5	20413	18658	2503	7360.5	1722	4349	1373	3728
PU08677	C017P15	515	917	1534	1614.5	1025	1909	965	1967	801.5	773.5	1141	760.5	1210.5	2274.5	1466.5	1454.5	1248.5	1034	379	536	1413.5	2171.5	899	1280.5	984	842.5	1019.5	884.5	1629.5	1208	637.5	622.5	852.5	1067	1466	3001	1216	1961.5	788.5	1502.5
PU08485	C017P06	24422.5	39056.5	63387	55577	918.5	1734	788	1674	32850.5	27441	54450	31609.5	990.5	1464.5	983	1262	33498.5	25059	25509.5	27690.5	1339	1364	723.5	844.5	43443	33351	892.5	670.5	1063.5	649	670	513.5	25679.5	27430.5	1262	1931.5	847.5	1106	686	1107
PU08671	C015P62	395	818	2133	2227	138	363	187.5	390	1076	1187	613	290	285	447.5	377	270	1051	1243.5	470.5	840.5	527	552.5	123.5	164.5	637	603	223	267	614	443	121	122.5	473.5	647	330	1053	263	630	103	468
PU08479	C015P36	906	1572	3245	2979.5	83	273.5	157	446.5	1604.5	1413	1478.5	829	209.5	400.5	326	322.5	1961	1818.5	943	1401.5	408.5	421	87.5	145.5	1499.5	1108	204.5	203	609.5	522.5	57	83.5	1076.5	1174	202	693.5	162.5	407	85.5	287
PU08665	C014P21	1170	1830	3798	4363.5	1952	4195	2178	5374.5	1800	1948.5	1544.5	1384.5	2190	4450	2120	2804.5	1978	2165	1013.5	1541	4030.5	3918.5	1678	1584	1594.5	971.5	2259.5	1075.5	3604.5	1371.5	1828.5	913.5	757	853	3564	3892.5	2360	2315.5	1800.5	1820.5
PU08473	C013P67	1124	2214.5	3422.5	5110.5	2158	2903	2613.5	10412.5	1560.5	1597	1441.5	1045	2507	3150	2727	5792.5	1620.5	1900.5	1030.5	1292	4458.5	2146.5	2032.5	1124.5	1453	860	2719	1032.5	3876	1113	2026	714.5	811.5	905	3602.5	2764.5	2468.5	1772	2163	1606.5
PU08305	G132P63	5069	7129	12075	10816.5	1842	3556.5	2047	3365.5	5959.5	4362.5	9176	5714	2285	4120.5	2576	2009.5	8010	6045	6486.5	6882.5	3434.5	4369.5	1726	2350	7846.5	6272	1999	2460.5	3015.5	2639	1591.5	1883	4031	4382.5	3161	4585.5	2078	2644.5	1710.5	2315.5
PU08125	G132P47	126	279.5	619	777	1387.5	1915.5	1455	2341	239	307.5	492.5	373	1594.5	2052	1644.5	1249.5	328	520	143	357.5	2733.5	2614.5	1142	1277.5	437.5	398.5	1511.5	1934	2284.5	2073	1210.5	1592.5	197.5	475.5	2377.5	4956.5	1445.5	2814	1259	2408.5
PU08299	G131P45	19829.5	30727	41995.5	43599	25215	54192	26540.5	65535	24007.5	21833.5	34462	24386	28721.5	41788.5	28532	40636	21240.5	22971.5	22404	24636	49525.5	43495.5	24713	23605	29261	23266	30927.5	11217.5	43481.5	12039	25295	9443.5	22511.5	23128	41955.5	21513.5	29734.5	11416	26701.5	10775
PU08119	G131P11	96.5	296.5	358	533	219.5	561	333	980.5	123	173	330.5	113.5	371.5	591.5	455.5	583	337.5	379	35	122	398	496.5	213	265	304	223.5	298.5	167	439.5	208.5	144	65	181.5	342	422.5	633.5	265	286	203	248.5
PU08293	G130P24	1687.5	1531.5	6164.5	3719	18628.5	4699	19938	4233	2385	1654	3704.5	1568	20470	4622.5	20250.5	2638	4216.5	3474	2382.5	2746	34346	13786.5	14751	6803.5	4558.5	8845	15800.5	53578	24648	56373.5	13184.5	54020	1774	2355	31509.5	31016	20198	17460	15730	16087.5
PU08113	G130P16	627.5	1121	1478.5	1897.5	1840	1946.5	1797	2962	803	770	1017	621.5	2139.5	2370.5	2416	1940.5	1251.5	1313.5	631.5	987.5	2264.5	2256.5	1677.5	1744	1055	1002.5	1818	2017.5	2694.5	2213	1182	1476.5	644.5	1215.5	2188	6911.5	1668	3766.5	1183.5	3271
PU08287	G129P04	150.5	350.5	1170.5	888.5	2309	2869	2068	2669	304.5	328	788.5	460	1999	2576	2505.5	1565.5	772	981.5	188	461.5	3144.5	3443	1869	2326	688	695	1428.5	1633.5	2633.5	2381	1108	1301.5	490.5	975	3379.5	8924	2568	5279	1869	5030
PU08107	G128P78	26.5	274.5	524	820	478	1294	430	1579.5	107.5	224	382.5	316	486.5	1298.5	461.5	887	255	271	66.5	150	689	588	354	385.5	213.5	100.5	403	279.5	503	175	255	109.5	248	394	667	809.5	453	460	369.5	447
PU07939	G118P07	96	200	709	544.5	1709.5	1405.5	1728.5	1112.5	158.5	161.5	434	186.5	2094	1580	1801	532	313	471.5	129.5	429	3758	3800.5	1553.5	1693	442.5	588	1754.5	2999.5	2683	3222.5	1345.5	2509	263	541.5	3058	7764.5	1848.5	4366	1371	3731.5
PU07747	G117P93	129	291	659	710	485	701.5	529	1109	163	178	374.5	239.5	641.5	727.5	692.5	669.5	321	329	71	239	927	673.5	430	513.5	391.5	314	519.5	540	835.5	669.5	286	335.5	195	372.5	775.5	1451.5	435	763.5	446.5	798.5
PU07933	G117P23	913	1517	2630	3304	5179.5	10781	6024	11376.5	1020.5	1408.5	1718	1717.5	5756.5	11154.5	5628.5	5775.5	1532.5	2037	803.5	1592.5	11515.5	11749	4782	5419.5	1669.5	1224.5	6085	4435.5	9113	4661	5006.5	3641.5	694.5	1201.5	9671.5	15301.5	6061.5	9222.5	4910.5	7405.5
PU07741	G117P01	280.5	697.5	1564.5	1743	3098	4141	3488	6953.5	523	466	884	613.5	3467.5	4266.5	3326.5	3387.5	784.5	1063.5	389.5	701	6076.5	5187	3031.5	2739.5	577	559.5	3297.5	2304	4805.5	2478.5	2604	1988	402.5	1152.5	4990.5	19363.5	3130.5	11633.5	2833	10259
PU07927	G116P21	22424.5	35454	49361	49893	815.5	1172	845	1577	28890	26024.5	36181	25623.5	956.5	1296	919	900	35346.5	30291	24399	29049.5	1366	1089.5	692.5	600.5	36103	30187	884.5	671.5	1418.5	753.5	665	471	23118	27853.5	1255	3969	859.5	2442.5	657	1955
PU07735	G116P08	254	675.5	1194	1424	1398	2434.5	1425	2311	516.5	537	747.5	631.5	1745.5	2572	1901	1708.5	686	963	348.5	723	2450	2756.5	1184	1544.5	850	885.5	1626.5	2139.5	2613.5	2371	1167	1581	521	730.5	2491.5	3821.5	1669	2103.5	1174	1730
PU07921	G115P31	7598.5	8106.5	11895.5	10431	4479.5	12248	5162	10497.5	5805	4799.5	10132.5	6181.5	5349	13133.5	4564.5	5156	6444.5	5501.5	6956	7162.5	9345	10030.5	3854	4558	9642	6333	4470	1454	7237.5	1597	3725.5	1142.5	5781.5	4932	8908	3581	5305	2007	3881	1811
PU07729	G115P18	70	280.5	546.5	655	891.5	1685.5	979	1571.5	175.5	343	369	225.5	1008	1852.5	970	799.5	421	507.5	119	277.5	1699.5	1873.5	716.5	1026	337.5	223.5	816	636.5	1349.5	736.5	609	493	199	403.5	1446.5	3379	960.5	1928	728	1677.5
PU07555	G105P13	91	377.5	783.5	1031	876	1551	840.5	1576	233.5	299.5	530.5	317.5	947.5	1391.5	1010	935	527.5	653.5	186	504	1334	1454	673	756.5	431	304	816	636.5	1325.5	731.5	644	456	302	661	1241.5	3195	958.5	1884.5	617.5	1560
PU07363	G105P01	277.5	728	904	1370.5	1847.5	4877	2127	5075.5	379	565.5	690.5	612	2025	4984.5	1938.5	2662.5	721.5	701	274	494.5	3534	3187.5	1556	1509	595	341	1776	503.5	2984.5	735	1540	371	451	534.5	3351	1312	2147.5	725	1170.5	584.5
